"filename", "language", "TypeScript", "CSS", "HTML", "JSON with Comments", "JavaScript", "JSON", "Markdown", "Database", "C#", "XML", "comment", "blank", "total"
"/Users/masterfoo/bin/dpl-project/client/src/app/_interceptors/error.interceptor.ts", "TypeScript", 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 13, 87
"/Users/masterfoo/bin/dpl-project/client/src/app/_interceptors/jwt.interceptor.spec.ts", "TypeScript", 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 17
"/Users/masterfoo/bin/dpl-project/client/src/app/_interceptors/jwt.interceptor.ts", "TypeScript", 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 33
"/Users/masterfoo/bin/dpl-project/client/src/app/_models/appBug.ts", "TypeScript", 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 20
"/Users/masterfoo/bin/dpl-project/client/src/app/_models/appBugNew.ts", "TypeScript", 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 20
"/Users/masterfoo/bin/dpl-project/client/src/app/_models/appProject.ts", "TypeScript", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 20
"/Users/masterfoo/bin/dpl-project/client/src/app/_models/appUser.ts", "TypeScript", 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 17
"/Users/masterfoo/bin/dpl-project/client/src/app/_models/bugImageIndex.ts", "TypeScript", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 7
"/Users/masterfoo/bin/dpl-project/client/src/app/_models/bugsAssigned.ts", "TypeScript", 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 15
"/Users/masterfoo/bin/dpl-project/client/src/app/_models/comment.ts", "TypeScript", 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11
"/Users/masterfoo/bin/dpl-project/client/src/app/_models/commentNew.ts", "TypeScript", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 11
"/Users/masterfoo/bin/dpl-project/client/src/app/_models/user.ts", "TypeScript", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4
"/Users/masterfoo/bin/dpl-project/client/src/app/_models/usersAssigned.ts", "TypeScript", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9
"/Users/masterfoo/bin/dpl-project/client/src/app/_modules/shared.module.ts", "TypeScript", 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 28
"/Users/masterfoo/bin/dpl-project/client/src/app/_services/account.service.ts", "TypeScript", 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 7, 56
"/Users/masterfoo/bin/dpl-project/client/src/app/_services/authorization.service.ts", "TypeScript", 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 13, 90
"/Users/masterfoo/bin/dpl-project/client/src/app/_services/bugs.service.ts", "TypeScript", 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7, 31
"/Users/masterfoo/bin/dpl-project/client/src/app/_services/comments.service.ts", "TypeScript", 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7, 31
"/Users/masterfoo/bin/dpl-project/client/src/app/_services/file-upload.service.ts", "TypeScript", 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 8, 35
"/Users/masterfoo/bin/dpl-project/client/src/app/_services/helper-fn.service.ts", "TypeScript", 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 44
"/Users/masterfoo/bin/dpl-project/client/src/app/_services/projects.service.ts", "TypeScript", 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9, 38
"/Users/masterfoo/bin/dpl-project/client/src/app/_services/users.service.ts", "TypeScript", 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 10, 85
"/Users/masterfoo/bin/dpl-project/client/src/app/app-routing.module.ts", "TypeScript", 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 11, 74
"/Users/masterfoo/bin/dpl-project/client/src/app/app.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/masterfoo/bin/dpl-project/client/src/app/app.component.html", "HTML", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7
"/Users/masterfoo/bin/dpl-project/client/src/app/app.component.spec.ts", "TypeScript", 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 36
"/Users/masterfoo/bin/dpl-project/client/src/app/app.component.ts", "TypeScript", 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 8, 60
"/Users/masterfoo/bin/dpl-project/client/src/app/app.module.ts", "TypeScript", 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 88
"/Users/masterfoo/bin/dpl-project/client/src/app/bugs/bug-card/bug-card.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/masterfoo/bin/dpl-project/client/src/app/bugs/bug-card/bug-card.component.html", "HTML", 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 1, 0, 64
"/Users/masterfoo/bin/dpl-project/client/src/app/bugs/bug-card/bug-card.component.ts", "TypeScript", 111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 21, 143
"/Users/masterfoo/bin/dpl-project/client/src/app/bugs/bug-edit/bug-edit.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/masterfoo/bin/dpl-project/client/src/app/bugs/bug-edit/bug-edit.component.html", "HTML", 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 3, 5, 39
"/Users/masterfoo/bin/dpl-project/client/src/app/bugs/bug-edit/bug-edit.component.ts", "TypeScript", 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 9, 78
"/Users/masterfoo/bin/dpl-project/client/src/app/bugs/bug-info/bug-info.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/masterfoo/bin/dpl-project/client/src/app/bugs/bug-info/bug-info.component.html", "HTML", 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 12, 2, 65
"/Users/masterfoo/bin/dpl-project/client/src/app/bugs/bug-info/bug-info.component.ts", "TypeScript", 131, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 17, 163
"/Users/masterfoo/bin/dpl-project/client/src/app/bugs/bug-list/bug-list.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/masterfoo/bin/dpl-project/client/src/app/bugs/bug-list/bug-list.component.html", "HTML", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"/Users/masterfoo/bin/dpl-project/client/src/app/bugs/bug-list/bug-list.component.ts", "TypeScript", 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 30
"/Users/masterfoo/bin/dpl-project/client/src/app/bugs/bug-new/bug-new.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/masterfoo/bin/dpl-project/client/src/app/bugs/bug-new/bug-new.component.html", "HTML", 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 1, 0, 23
"/Users/masterfoo/bin/dpl-project/client/src/app/bugs/bug-new/bug-new.component.ts", "TypeScript", 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 10, 70
"/Users/masterfoo/bin/dpl-project/client/src/app/comments/comment-edit/comment-edit.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/masterfoo/bin/dpl-project/client/src/app/comments/comment-edit/comment-edit.component.html", "HTML", 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 2, 1, 26
"/Users/masterfoo/bin/dpl-project/client/src/app/comments/comment-edit/comment-edit.component.ts", "TypeScript", 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 16, 98
"/Users/masterfoo/bin/dpl-project/client/src/app/comments/comment-new/comment-new.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/masterfoo/bin/dpl-project/client/src/app/comments/comment-new/comment-new.component.html", "HTML", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 1, 0, 16
"/Users/masterfoo/bin/dpl-project/client/src/app/comments/comment-new/comment-new.component.ts", "TypeScript", 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 10, 67
"/Users/masterfoo/bin/dpl-project/client/src/app/comments/comment/comment.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/masterfoo/bin/dpl-project/client/src/app/comments/comment/comment.component.html", "HTML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 3
"/Users/masterfoo/bin/dpl-project/client/src/app/comments/comment/comment.component.ts", "TypeScript", 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 6, 40
"/Users/masterfoo/bin/dpl-project/client/src/app/errors/not-found/not-found.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/masterfoo/bin/dpl-project/client/src/app/errors/not-found/not-found.component.html", "HTML", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 1, 0, 10
"/Users/masterfoo/bin/dpl-project/client/src/app/errors/not-found/not-found.component.spec.ts", "TypeScript", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 26
"/Users/masterfoo/bin/dpl-project/client/src/app/errors/not-found/not-found.component.ts", "TypeScript", 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 17
"/Users/masterfoo/bin/dpl-project/client/src/app/errors/server-error/server-error.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/masterfoo/bin/dpl-project/client/src/app/errors/server-error/server-error.component.html", "HTML", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 1, 16
"/Users/masterfoo/bin/dpl-project/client/src/app/errors/server-error/server-error.component.spec.ts", "TypeScript", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 26
"/Users/masterfoo/bin/dpl-project/client/src/app/errors/server-error/server-error.component.ts", "TypeScript", 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 21
"/Users/masterfoo/bin/dpl-project/client/src/app/errors/test-errors/test-errors.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/masterfoo/bin/dpl-project/client/src/app/errors/test-errors/test-errors.component.html", "HTML", 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 2, 14
"/Users/masterfoo/bin/dpl-project/client/src/app/errors/test-errors/test-errors.component.spec.ts", "TypeScript", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 26
"/Users/masterfoo/bin/dpl-project/client/src/app/errors/test-errors/test-errors.component.ts", "TypeScript", 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 11, 71
"/Users/masterfoo/bin/dpl-project/client/src/app/file-upload/file-upload.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/masterfoo/bin/dpl-project/client/src/app/file-upload/file-upload.component.html", "HTML", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 6, 3, 12
"/Users/masterfoo/bin/dpl-project/client/src/app/file-upload/file-upload.component.ts", "TypeScript", 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 7, 89
"/Users/masterfoo/bin/dpl-project/client/src/app/home/home.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/masterfoo/bin/dpl-project/client/src/app/home/home.component.html", "HTML", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 1, 20
"/Users/masterfoo/bin/dpl-project/client/src/app/home/home.component.ts", "TypeScript", 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 8, 35
"/Users/masterfoo/bin/dpl-project/client/src/app/nav/nav.component.css", "CSS", 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
"/Users/masterfoo/bin/dpl-project/client/src/app/nav/nav.component.html", "HTML", 0, 0, 66, 0, 0, 0, 0, 0, 0, 0, 6, 4, 76
"/Users/masterfoo/bin/dpl-project/client/src/app/nav/nav.component.ts", "TypeScript", 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 10, 72
"/Users/masterfoo/bin/dpl-project/client/src/app/projects/project-card/project-card.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/masterfoo/bin/dpl-project/client/src/app/projects/project-card/project-card.component.html", "HTML", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 3, 1, 19
"/Users/masterfoo/bin/dpl-project/client/src/app/projects/project-card/project-card.component.ts", "TypeScript", 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 18
"/Users/masterfoo/bin/dpl-project/client/src/app/projects/project-info-name/project-info-name.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/masterfoo/bin/dpl-project/client/src/app/projects/project-info-name/project-info-name.component.html", "HTML", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"/Users/masterfoo/bin/dpl-project/client/src/app/projects/project-info-name/project-info-name.component.ts", "TypeScript", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 35
"/Users/masterfoo/bin/dpl-project/client/src/app/projects/project-info/project-info.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/masterfoo/bin/dpl-project/client/src/app/projects/project-info/project-info.component.html", "HTML", 0, 0, 66, 0, 0, 0, 0, 0, 0, 0, 10, 2, 78
"/Users/masterfoo/bin/dpl-project/client/src/app/projects/project-info/project-info.component.ts", "TypeScript", 127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 23, 164
"/Users/masterfoo/bin/dpl-project/client/src/app/projects/project-list/project-list.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/masterfoo/bin/dpl-project/client/src/app/projects/project-list/project-list.component.html", "HTML", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 6, 1, 12
"/Users/masterfoo/bin/dpl-project/client/src/app/projects/project-list/project-list.component.ts", "TypeScript", 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 29
"/Users/masterfoo/bin/dpl-project/client/src/app/register/register.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/masterfoo/bin/dpl-project/client/src/app/register/register.component.html", "HTML", 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 8, 3, 25
"/Users/masterfoo/bin/dpl-project/client/src/app/register/register.component.ts", "TypeScript", 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 9, 42
"/Users/masterfoo/bin/dpl-project/client/src/app/route-redirect/route-redirect.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/masterfoo/bin/dpl-project/client/src/app/route-redirect/route-redirect.component.html", "HTML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/Users/masterfoo/bin/dpl-project/client/src/app/route-redirect/route-redirect.component.ts", "TypeScript", 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 30
"/Users/masterfoo/bin/dpl-project/client/src/app/stats/stats.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
